Status,AdditionalListingInfo,MLSNumber,StreetDirPrefix,StreetDirSuffix,StreetName,StreetNumber,StreetSuffix,CurrentPrice,DOM,BathsTotal,BedsTotal,BathsFull,BathsHalf,SqFtTotal,LotSizeArea_Min,City,Age 
Sold,Not Applicable,ML81470582,,,Winged Foot,2107,Road,1510000,18,3,4,2,1,2610,9620,Half Moon Bay,30
Sold,Not Applicable,ML81484742,,,Sunnyslope,1565,Avenue,1510000,10,3,4,2,1,2840,6490,Belmont,65
Sold,Not Applicable,ML81497648,,,Bishop,1914,Road,1510000,9,2,3,2,0,1460,8400,Belmont,51
Sold,Not Applicable,ML81483359,,,Chrysopolis,875,Drive,1508000,23,2,4,2,0,1670,6210,Foster City,51
Sold,Not Applicable,ML81470907,,,Carmelita,2511,Avenue,1505000,9,2,3,2,0,1400,5300,Belmont,56
Sold,Not Applicable,ML81483306,,,Pearl,540,Avenue,1505000,14,2,3,2,0,1620,5500,San Carlos,89
Sold,Not Applicable,ML81498968,,,Olympus,41858,Avenue,1505000,6,3,4,3,0,1937,9159,Fremont,54
Sold,Not Applicable,ML81484344,,,Merrill,1155,Street,1503000,23,2,3,2,0,1494,56974,Menlo Park,13
Sold,Not Applicable,ML81485561,,,Sanchez,1336,Avenue,1503000,8,2,2,2,0,1330,4000,Burlingame,93
Sold,Not Applicable,ML81497934,,,Westgate,165,Street,1502000,25,3,3,2,1,2110,7171,Redwood City,57
Sold,Not Applicable,ML81466547,,,Maxwell,1233,Lane,1501200,12,2,2,2,0,1670,9300,Redwood City,52
Sold,Not Applicable,ML81484730,,,Loma Vista,66,Drive,1501000,12,2,2,2,0,1520,8000,Burlingame,65
Sold,Not Applicable,ML81459543,,,Pilarcitos,876,Avenue,1500000,50,3,3,2,1,2350,8750,Half Moon Bay,26
Sold,Not Applicable,ML81461440,,,Piedmont,851,,1500000,15,3,4,2,1,2154,7800,Redwood City,56
Sold,Not Applicable,ML81464069,,,Laurel,200,Avenue,1500000,8,3,4,2,1,2340,5520,Millbrae,74
