Status,AdditionalListingInfo,MLSNumber,StreetDirPrefix,StreetDirSuffix,StreetName,StreetNumber,StreetSuffix,CurrentPrice,DOM,BathsTotal,BedsTotal,BathsFull,BathsHalf,SqFtTotal,LotSizeArea_Min,City,Age 
Sold,Not Applicable,ML81548189,,,Adeline,763,Avenue,960000,19,4,4,3,1,3181,2243.34,San Jose,11
Sold,Not Applicable,ML81549358,,,Delia,190,Street,960000,13,3,5,3,0,2588,7501.03,San Jose,6
Sold,Not Applicable,ML81516274,,,Hazelwood,1062,Avenue,958000,39,2,2,2,0,1376,5849,San Jose,75
Sold,Not Applicable,ML81533657,,,Vista Del Mar,1029,,955000,24,2,4,2,0,1822,13050,San Jose,56
Sold,Not Applicable,ML81547928,,,Tony,4908,Avenue,955000,3,2,3,2,0,1200,6364.12,San Jose,60
Sold,Not Applicable,ML81519175,,,Ross,4070,Avenue,954000,9,2,4,2,0,1772,6559,San Jose,57
Sold,Not Applicable,ML81548506,S,,Castlerock,517,Terrace,951500,8,2,2,1,1,1188,1759.82,Sunnyvale,45
Sold,Not Applicable,ML81497082,,,Cadillac,3447,Drive,950000,120,3,4,3,0,1741,6970,San Jose,52
Sold,Court Confirmation May Be Req'd,ML81514055,,,Hoffman,1386,Lane,950000,69,2,3,2,0,1521,10340,Campbell,51
Sold,Not Applicable,ML81515481,,,Fraser,1952,Place,950000,50,3,4,2,1,1961,3651,Santa Clara,15
Sold,Not Applicable,ML81518797,,,Northcove,20212,Square,950000,17,2,2,2,0,1060,1339,Cupertino,42
Sold,Not Applicable,ML81519526,,,Regina,4701,Way,950000,9,2,3,2,0,1204,6852,Campbell,52
Sold,Not Applicable,ML81519732,,,Plateau,2392,Drive,950000,9,4,4,3,1,2513,2014,San Jose,11
Sold,Not Applicable,ML81519786,,,Rivera,879,Street,950000,61,2,4,2,0,1633,5663,Milpitas,41
Sold,Not Applicable,ML81520266,,,Willowmont,1648,Avenue,950000,18,2,3,2,0,1499,7312,San Jose,56
Sold,Not Applicable,ML81520916,,,Brown,2150,Avenue,950000,31,2,3,2,0,1226,5789,Santa Clara,57
Sold,Not Applicable,ML81520955,,,Dillard,1171,Court,950000,14,3,3,2,1,2000,5033,San Jose,37
Sold,Not Applicable,ML81521273,,,Escobar,219,Avenue,950000,18,2,3,2,0,1218,2361,Los Gatos,43
Sold,Not Applicable,ML81521556,,,Pine Wood,506,Lane,950000,10,3,3,2,1,1520,2024,Los Gatos,41
Sold,Not Applicable,ML81521867,,,Del Monte,2116,Avenue,950000,9,2,3,2,0,1240,5601,Santa Clara,59
Sold,Not Applicable,ML81522069,,,Ricky,813,Drive,950000,10,2,3,2,0,1164,6098,Campbell,60
Sold,Not Applicable,ML81533508,,,Fruitwood,1633,Court,950000,15,2,3,2,0,1743,2871,San Jose,42
Sold,Not Applicable,ML81535050,N,,Almaden,38,Boulevard,950000,27,2,2,2,0,1296,1296,San Jose,7
Sold,Not Applicable,ML81546532,,,Laurel,2237,Drive,950000,10,1,3,1,0,1053,5724,Santa Clara,65
Sold,Not Applicable,ML81547428,,,Roosevelt,427,Avenue,950000,9,1,2,1,0,1144,7000,Sunnyvale,67
Sold,Not Applicable,ML81534123,,,Kester,14435,Court,949000,10,3,3,2,1,1644,106722,San Martin,42
Sold,Not Applicable,ML81521093,,,Avina,1670,Circle,948000,32,4,3,3,1,1853,910,Santa Clara,6
Sold,Not Applicable,ML81545677,,,Alexandria,4825,Lane,947000,9,3,4,2,1,1441,1363.43,San Jose,40
Sold,Not Applicable,ML81517253,,,Via Contenta,1498,,945000,40,3,4,3,0,2328,14926,San Jose,38
